led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,0,0
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,8,2,led5,70,3,0,led6,50,0,0,led7,30,0,0,led8,10,10,2,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,10,10
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,2,0,led4,90,11,2,led5,70,2,0,led6,50,2,0,led7,30,0,0,led8,10,5,1,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,5,1,led16,210,0,0,led17,190,0,0,90,11
led0,170,2,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,9,2,led5,70,0,0,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,2,0,led16,210,0,0,led17,190,0,0,90,9
led0,170,0,0,led1,150,0,0,led2,130,4,1,led3,110,0,0,led4,90,4,1,led5,70,0,0,led6,50,0,0,led7,30,1,0,led8,10,0,0,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,200,6
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,0,0,led7,30,4,1,led8,10,0,0,led9,350,1,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,200,8
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,1,0,led10,330,0,0,led11,310,4,1,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,340,12
led0,170,0,0,led1,150,0,0,led2,130,1,0,led3,110,0,0,led4,90,0,0,led5,70,4,1,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,2,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,5,1,led17,190,0,0,340,7
led0,170,0,0,led1,150,4,1,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,6,1,led10,330,0,0,led11,310,1,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,350,6
led0,170,0,0,led1,150,1,0,led2,130,3,0,led3,110,0,0,led4,90,0,0,led5,70,4,1,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,1,0,led10,330,0,0,led11,310,0,0,led12,290,1,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,70,4
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,5,1,led5,70,0,0,led6,50,1,0,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,5,1,led17,190,0,0,140,8
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,6,1,led11,310,0,0,led12,290,1,0,led13,270,6,1,led14,250,0,0,led15,230,0,0,led16,210,4,1,led17,190,0,0,270,6
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,6,1,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,9,2,led11,310,1,0,led12,290,0,0,led13,270,1,0,led14,250,0,0,led15,230,0,0,led16,210,0,0,led17,190,0,0,330,9
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,4,1,led7,30,0,0,led8,10,0,0,led9,350,6,1,led10,330,4,1,led11,310,2,0,led12,290,0,0,led13,270,0,0,led14,250,4,1,led15,230,0,0,led16,210,0,0,led17,190,0,0,350,6
led0,170,0,0,led1,150,3,0,led2,130,1,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,7,1,led7,30,0,0,led8,10,0,0,led9,350,1,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,2,0,led17,190,0,0,50,7
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,2,0,led7,30,0,0,led8,10,0,0,led9,350,0,0,led10,330,0,0,led11,310,0,0,led12,290,0,0,led13,270,0,0,led14,250,0,0,led15,230,3,0,led16,210,0,0,led17,190,1,0,340,4
led0,170,0,0,led1,150,0,0,led2,130,0,0,led3,110,0,0,led4,90,0,0,led5,70,0,0,led6,50,0,0,led7,30,0,0,led8,10,0,0,led9,350,3,0,led10,330,7,1,led11,310,0,0,led12,290,1,0,led13,270,0,0,led14,250,0,0,led15,230,0,0,led16,210,2,0,led17,190,0,0,330,7
